game_id,play_id,player_to_predict,nfl_id,play_direction,absolute_yardline_number,player_name,player_height,player_weight,player_birth_date,player_position,player_side,player_role,x,y,s,a,dir,o,num_frames_output,ball_land_x,ball_land_y,game_play,frame_id_total,frame,x_next,y_next
2023110500,187,,47971,,,,,,,,,,104.8,26.01,,,,,,,,2023110500_187,27,post,105.04,26.1
2023110500,187,,47971,,,,,,,,,,105.04,26.1,,,,,,,,2023110500_187,28,post,105.28,26.13
2023110500,187,,47971,,,,,,,,,,105.28,26.13,,,,,,,,2023110500_187,29,post,105.53,26.13
2023110500,187,,47971,,,,,,,,,,105.53,26.13,,,,,,,,2023110500_187,30,post,105.78,26.09
2023110500,187,,47971,,,,,,,,,,105.78,26.09,,,,,,,,2023110500_187,31,post,106.05,25.96
2023110500,187,,47971,,,,,,,,,,106.05,25.96,,,,,,,,2023110500_187,32,post,106.34,25.78
2023110500,187,,47971,,,,,,,,,,106.34,25.78,,,,,,,,2023110500_187,33,post,106.61,25.53
2023110500,187,,47971,,,,,,,,,,106.61,25.53,,,,,,,,2023110500_187,34,post,106.86,25.24
2023110500,187,,47971,,,,,,,,,,106.86,25.24,,,,,,,,2023110500_187,35,post,107.11,24.91
2023110500,187,,47971,,,,,,,,,,107.11,24.91,,,,,,,,2023110500_187,36,post,107.36,24.56
2023110500,187,,47971,,,,,,,,,,107.36,24.56,,,,,,,,2023110500_187,37,post,,
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,106.98,31.36,0.78,0.99,359.98,271.48,12.0,115.540000915527,20.3299999237061,2023110500_187,1,pre,106.98,31.44
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,106.98,31.44,0.71,0.84,1.43,268.59,12.0,115.540000915527,20.3299999237061,2023110500_187,2,pre,106.98,31.5
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,106.98,31.5,0.65,0.68,2.81,267.47,12.0,115.540000915527,20.3299999237061,2023110500_187,3,pre,106.99,31.56
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,106.99,31.56,0.57,0.68,7.83,266.45,12.0,115.540000915527,20.3299999237061,2023110500_187,4,pre,107.0,31.62
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.0,31.62,0.53,0.68,15.99,267.34,12.0,115.540000915527,20.3299999237061,2023110500_187,5,pre,107.02,31.67
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.02,31.67,0.58,0.88,30.53,267.34,12.0,115.540000915527,20.3299999237061,2023110500_187,6,pre,107.06,31.72
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.06,31.72,0.67,1.19,46.53,268.07,12.0,115.540000915527,20.3299999237061,2023110500_187,7,pre,107.13,31.75
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.13,31.75,0.81,1.53,63.78,271.18,12.0,115.540000915527,20.3299999237061,2023110500_187,8,pre,107.22,31.79
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.22,31.79,1.01,1.8,75.12,267.7,12.0,115.540000915527,20.3299999237061,2023110500_187,9,pre,107.33,31.8
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.33,31.8,1.2,1.96,84.74,265.52,12.0,115.540000915527,20.3299999237061,2023110500_187,10,pre,107.46,31.8
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.46,31.8,1.41,1.95,91.14,261.83,12.0,115.540000915527,20.3299999237061,2023110500_187,11,pre,107.62,31.79
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.62,31.79,1.69,2.08,94.29,264.61,12.0,115.540000915527,20.3299999237061,2023110500_187,12,pre,107.8,31.78
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,107.8,31.78,1.94,1.92,94.9,265.67,12.0,115.540000915527,20.3299999237061,2023110500_187,13,pre,108.01,31.76
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,108.01,31.76,2.16,1.71,95.92,268.05,12.0,115.540000915527,20.3299999237061,2023110500_187,14,pre,108.23,31.73
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,108.23,31.73,2.32,1.4,97.4,268.05,12.0,115.540000915527,20.3299999237061,2023110500_187,15,pre,108.47,31.7
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,108.47,31.7,2.48,1.15,98.8,269.12,12.0,115.540000915527,20.3299999237061,2023110500_187,16,pre,108.73,31.64
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,108.73,31.64,2.73,1.47,102.44,259.34,12.0,115.540000915527,20.3299999237061,2023110500_187,17,pre,109.01,31.56
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,109.01,31.56,2.9,1.49,106.05,253.4,12.0,115.540000915527,20.3299999237061,2023110500_187,18,pre,109.29,31.47
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,109.29,31.47,3.05,1.43,108.96,248.67,12.0,115.540000915527,20.3299999237061,2023110500_187,19,pre,109.6,31.34
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,109.6,31.34,3.32,1.82,113.68,241.63,12.0,115.540000915527,20.3299999237061,2023110500_187,20,pre,109.91,31.17
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,109.91,31.17,3.55,2.09,118.26,236.18,12.0,115.540000915527,20.3299999237061,2023110500_187,21,pre,110.22,30.98
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,110.22,30.98,3.67,2.21,122.31,229.12,12.0,115.540000915527,20.3299999237061,2023110500_187,22,pre,110.53,30.73
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,110.53,30.73,4.04,2.96,129.36,220.03,12.0,115.540000915527,20.3299999237061,2023110500_187,23,pre,110.84,30.45
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,110.84,30.45,4.26,2.84,133.69,212.13,12.0,115.540000915527,20.3299999237061,2023110500_187,24,pre,111.14,30.11
2023110500,187,True,53465,right,99.0,Jevon Holland,6-1,196.0,2000-03-03,FS,Defense,Defensive Coverage,111.14,30.11,4.66,4.38,139.52,217.2,12.0,115.540000915527,20.3299999237061,2023110500_187,25,pre,111.44,29.72
2023110500,187,,53465,,,,,,,,,,111.44,29.72,,,,,,,,2023110500_187,26,post,111.74,29.28
2023110500,187,,53465,,,,,,,,,,111.74,29.28,,,,,,,,2023110500_187,27,post,112.02,28.78
2023110500,187,,53465,,,,,,,,,,112.02,28.78,,,,,,,,2023110500_187,28,post,112.3,28.23
2023110500,187,,53465,,,,,,,,,,112.3,28.23,,,,,,,,2023110500_187,29,post,112.57,27.64
2023110500,187,,53465,,,,,,,,,,112.57,27.64,,,,,,,,2023110500_187,30,post,112.82,27.0
2023110500,187,,53465,,,,,,,,,,112.82,27.0,,,,,,,,2023110500_187,31,post,113.07,26.33
2023110500,187,,53465,,,,,,,,,,113.07,26.33,,,,,,,,2023110500_187,32,post,113.32,25.63
2023110500,187,,53465,,,,,,,,,,113.32,25.63,,,,,,,,2023110500_187,33,post,113.58,24.9
2023110500,187,,53465,,,,,,,,,,113.58,24.9,,,,,,,,2023110500_187,34,post,113.85,24.17
2023110500,187,,53465,,,,,,,,,,113.85,24.17,,,,,,,,2023110500_187,35,post,114.13,23.43
2023110500,187,,53465,,,,,,,,,,114.13,23.43,,,,,,,,2023110500_187,36,post,114.41,22.69
2023110500,187,,53465,,,,,,,,,,114.41,22.69,,,,,,,,2023110500_187,37,post,,
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.78,28.75,0.1,0.11,299.76,274.8,9.0,53.0099983215332,34.0200004577637,2023110500_1907,1,pre,47.76,28.74
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.76,28.74,0.16,0.42,256.04,273.21,9.0,53.0099983215332,34.0200004577637,2023110500_1907,2,pre,47.74,28.72
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.74,28.72,0.26,0.64,231.57,273.78,9.0,53.0099983215332,34.0200004577637,2023110500_1907,3,pre,47.72,28.7
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.72,28.7,0.37,0.72,223.6,273.78,9.0,53.0099983215332,34.0200004577637,2023110500_1907,4,pre,47.7,28.67
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.7,28.67,0.41,0.59,218.34,274.39,9.0,53.0099983215332,34.0200004577637,2023110500_1907,5,pre,47.68,28.64
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.68,28.64,0.44,0.48,212.97,274.39,9.0,53.0099983215332,34.0200004577637,2023110500_1907,6,pre,47.66,28.59
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.66,28.59,0.51,0.63,202.07,273.81,9.0,53.0099983215332,34.0200004577637,2023110500_1907,7,pre,47.65,28.53
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.65,28.53,0.61,0.99,188.41,271.26,9.0,53.0099983215332,34.0200004577637,2023110500_1907,8,pre,47.64,28.46
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.64,28.46,0.79,1.48,176.66,267.15,9.0,53.0099983215332,34.0200004577637,2023110500_1907,9,pre,47.65,28.38
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.65,28.38,1.01,1.76,169.66,266.35,9.0,53.0099983215332,34.0200004577637,2023110500_1907,10,pre,47.68,28.27
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.68,28.27,1.22,1.76,165.35,264.2,9.0,53.0099983215332,34.0200004577637,2023110500_1907,11,pre,47.72,28.14
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.72,28.14,1.46,1.79,160.82,261.26,9.0,53.0099983215332,34.0200004577637,2023110500_1907,12,pre,47.78,27.99
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.78,27.99,1.73,1.97,157.12,257.38,9.0,53.0099983215332,34.0200004577637,2023110500_1907,13,pre,47.85,27.82
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.85,27.82,1.96,1.87,154.89,256.75,9.0,53.0099983215332,34.0200004577637,2023110500_1907,14,pre,47.95,27.64
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,47.95,27.64,2.17,1.68,152.72,256.75,9.0,53.0099983215332,34.0200004577637,2023110500_1907,15,pre,48.05,27.45
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,48.05,27.45,2.25,1.23,150.3,257.45,9.0,53.0099983215332,34.0200004577637,2023110500_1907,16,pre,48.17,27.25
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,48.17,27.25,2.36,0.9,149.76,257.45,9.0,53.0099983215332,34.0200004577637,2023110500_1907,17,pre,48.29,27.05
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,48.29,27.05,2.35,0.62,147.09,258.8,9.0,53.0099983215332,34.0200004577637,2023110500_1907,18,pre,48.42,26.87
2023110500,1907,True,47913,right,44.0,Drue Tranquill,6-2,234.0,1995-08-15,ILB,Defense,Defensive Coverage,48.42,26.87,2.3,0.63,144.89,261.17,9.0,53.0099983215332,34.0200004577637,2023110500_1907,19,pre,48.55,26.7
2023110500,1907,,47913,,,,,,,,,,48.55,26.7,,,,,,,,2023110500_1907,20,post,48.68,26.56
2023110500,1907,,47913,,,,,,,,,,48.68,26.56,,,,,,,,2023110500_1907,21,post,48.81,26.45
2023110500,1907,,47913,,,,,,,,,,48.81,26.45,,,,,,,,2023110500_1907,22,post,48.92,26.38
2023110500,1907,,47913,,,,,,,,,,48.92,26.38,,,,,,,,2023110500_1907,23,post,49.02,26.36
2023110500,1907,,47913,,,,,,,,,,49.02,26.36,,,,,,,,2023110500_1907,24,post,49.11,26.4
2023110500,1907,,47913,,,,,,,,,,49.11,26.4,,,,,,,,2023110500_1907,25,post,49.2,26.49
2023110500,1907,,47913,,,,,,,,,,49.2,26.49,,,,,,,,2023110500_1907,26,post,49.3,26.62
2023110500,1907,,47913,,,,,,,,,,49.3,26.62,,,,,,,,2023110500_1907,27,post,49.41,26.79
2023110500,1907,,47913,,,,,,,,,,49.41,26.79,,,,,,,,2023110500_1907,28,post,,
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,47.2,32.93,0.36,0.35,326.72,262.89,9.0,53.0099983215332,34.0200004577637,2023110500_1907,1,pre,47.17,32.96
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,47.17,32.96,0.57,1.09,329.68,267.68,9.0,53.0099983215332,34.0200004577637,2023110500_1907,2,pre,47.14,33.02
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,47.14,33.02,0.78,1.63,332.9,270.44,9.0,53.0099983215332,34.0200004577637,2023110500_1907,3,pre,47.1,33.1
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,47.1,33.1,1.08,2.18,335.19,271.69,9.0,53.0099983215332,34.0200004577637,2023110500_1907,4,pre,47.05,33.21
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,47.05,33.21,1.46,2.66,335.88,274.42,9.0,53.0099983215332,34.0200004577637,2023110500_1907,5,pre,46.99,33.36
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.99,33.36,1.83,2.9,335.6,275.44,9.0,53.0099983215332,34.0200004577637,2023110500_1907,6,pre,46.9,33.54
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.9,33.54,2.18,2.93,335.2,279.61,9.0,53.0099983215332,34.0200004577637,2023110500_1907,7,pre,46.81,33.76
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.81,33.76,2.56,2.82,336.92,287.58,9.0,53.0099983215332,34.0200004577637,2023110500_1907,8,pre,46.7,34.01
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.7,34.01,2.9,2.6,336.73,290.45,9.0,53.0099983215332,34.0200004577637,2023110500_1907,9,pre,46.58,34.28
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.58,34.28,3.08,1.93,336.56,284.16,9.0,53.0099983215332,34.0200004577637,2023110500_1907,10,pre,46.45,34.58
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.45,34.58,3.27,1.45,336.61,278.35,9.0,53.0099983215332,34.0200004577637,2023110500_1907,11,pre,46.32,34.88
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.32,34.88,3.37,0.9,337.24,274.15,9.0,53.0099983215332,34.0200004577637,2023110500_1907,12,pre,46.2,35.19
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.2,35.19,3.39,0.35,337.99,270.12,9.0,53.0099983215332,34.0200004577637,2023110500_1907,13,pre,46.07,35.51
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,46.07,35.51,3.37,0.36,338.63,270.82,9.0,53.0099983215332,34.0200004577637,2023110500_1907,14,pre,45.96,35.82
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,45.96,35.82,3.36,0.71,340.56,277.39,9.0,53.0099983215332,34.0200004577637,2023110500_1907,15,pre,45.85,36.15
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,45.85,36.15,3.42,0.95,343.49,280.7,9.0,53.0099983215332,34.0200004577637,2023110500_1907,16,pre,45.76,36.48
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,45.76,36.48,3.47,0.97,345.41,280.7,9.0,53.0099983215332,34.0200004577637,2023110500_1907,17,pre,45.68,36.83
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,45.68,36.83,3.57,1.15,348.34,281.9,9.0,53.0099983215332,34.0200004577637,2023110500_1907,18,pre,45.62,37.2
2023110500,1907,True,52471,right,44.0,Willie Gay Jr.,6-2,235.0,1998-02-15,ILB,Defense,Defensive Coverage,45.62,37.2,3.67,1.21,350.84,285.62,9.0,53.0099983215332,34.0200004577637,2023110500_1907,19,pre,45.57,37.58
2023110500,1907,,52471,,,,,,,,,,45.57,37.58,,,,,,,,2023110500_1907,20,post,45.53,38.0
2023110500,1907,,52471,,,,,,,,,,45.53,38.0,,,,,,,,2023110500_1907,21,post,45.5,38.44
2023110500,1907,,52471,,,,,,,,,,45.5,38.44,,,,,,,,2023110500_1907,22,post,45.48,38.92
2023110500,1907,,52471,,,,,,,,,,45.48,38.92,,,,,,,,2023110500_1907,23,post,45.48,39.43
2023110500,1907,,52471,,,,,,,,,,45.48,39.43,,,,,,,,2023110500_1907,24,post,45.48,39.96
2023110500,1907,,52471,,,,,,,,,,45.48,39.96,,,,,,,,2023110500_1907,25,post,45.5,40.5
2023110500,1907,,52471,,,,,,,,,,45.5,40.5,,,,,,,,2023110500_1907,26,post,45.53,41.07
2023110500,1907,,52471,,,,,,,,,,45.53,41.07,,,,,,,,2023110500_1907,27,post,45.57,41.64
2023110500,1907,,52471,,,,,,,,,,45.57,41.64,,,,,,,,2023110500_1907,28,post,,
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,42.8,40.01,0.31,0.78,51.87,80.09,9.0,53.0099983215332,34.0200004577637,2023110500_1907,1,pre,42.83,40.04
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,42.83,40.04,0.46,0.94,53.53,82.01,9.0,53.0099983215332,34.0200004577637,2023110500_1907,2,pre,42.9,40.07
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,42.9,40.07,0.72,1.38,65.14,77.01,9.0,53.0099983215332,34.0200004577637,2023110500_1907,3,pre,43.0,40.09
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,43.0,40.09,1.02,1.92,73.94,80.6,9.0,53.0099983215332,34.0200004577637,2023110500_1907,4,pre,43.12,40.1
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,43.12,40.1,1.36,2.54,85.1,82.1,9.0,53.0099983215332,34.0200004577637,2023110500_1907,5,pre,43.28,40.09
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,43.28,40.09,1.67,2.71,93.35,84.4,9.0,53.0099983215332,34.0200004577637,2023110500_1907,6,pre,43.47,40.07
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,43.47,40.07,2.05,2.93,99.33,86.61,9.0,53.0099983215332,34.0200004577637,2023110500_1907,7,pre,43.69,40.01
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,43.69,40.01,2.43,3.35,104.27,88.61,9.0,53.0099983215332,34.0200004577637,2023110500_1907,8,pre,43.94,39.94
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,43.94,39.94,2.8,3.3,107.34,94.4,9.0,53.0099983215332,34.0200004577637,2023110500_1907,9,pre,44.24,39.84
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,44.24,39.84,3.31,3.47,110.14,96.56,9.0,53.0099983215332,34.0200004577637,2023110500_1907,10,pre,44.57,39.7
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,44.57,39.7,3.78,3.34,112.85,94.31,9.0,53.0099983215332,34.0200004577637,2023110500_1907,11,pre,44.95,39.54
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,44.95,39.54,4.21,3.05,113.99,89.72,9.0,53.0099983215332,34.0200004577637,2023110500_1907,12,pre,45.37,39.35
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,45.37,39.35,4.71,3.08,114.63,88.85,9.0,53.0099983215332,34.0200004577637,2023110500_1907,13,pre,45.81,39.14
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,45.81,39.14,5.06,2.71,114.94,92.87,9.0,53.0099983215332,34.0200004577637,2023110500_1907,14,pre,46.29,38.93
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,46.29,38.93,5.36,2.35,114.85,100.06,9.0,53.0099983215332,34.0200004577637,2023110500_1907,15,pre,46.79,38.7
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,46.79,38.7,5.64,2.01,114.78,113.41,9.0,53.0099983215332,34.0200004577637,2023110500_1907,16,pre,47.31,38.45
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,47.31,38.45,5.91,1.73,115.19,135.83,9.0,53.0099983215332,34.0200004577637,2023110500_1907,17,pre,47.85,38.2
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,47.85,38.2,6.07,1.28,115.64,155.77,9.0,53.0099983215332,34.0200004577637,2023110500_1907,18,pre,48.4,37.92
2023110500,1907,True,53435,right,44.0,Jaylen Waddle,5-10,182.0,1998-11-25,WR,Offense,Targeted Receiver,48.4,37.92,6.25,1.08,116.74,175.8,9.0,53.0099983215332,34.0200004577637,2023110500_1907,19,pre,48.96,37.63
2023110500,1907,,53435,,,,,,,,,,48.96,37.63,,,,,,,,2023110500_1907,20,post,49.53,37.31
2023110500,1907,,53435,,,,,,,,,,49.53,37.31,,,,,,,,2023110500_1907,21,post,50.08,36.96
2023110500,1907,,53435,,,,,,,,,,50.08,36.96,,,,,,,,2023110500_1907,22,post,50.63,36.58
2023110500,1907,,53435,,,,,,,,,,50.63,36.58,,,,,,,,2023110500_1907,23,post,51.16,36.16
2023110500,1907,,53435,,,,,,,,,,51.16,36.16,,,,,,,,2023110500_1907,24,post,51.69,35.72
2023110500,1907,,53435,,,,,,,,,,51.69,35.72,,,,,,,,2023110500_1907,25,post,52.21,35.25
2023110500,1907,,53435,,,,,,,,,,52.21,35.25,,,,,,,,2023110500_1907,26,post,52.72,34.75
2023110500,1907,,53435,,,,,,,,,,52.72,34.75,,,,,,,,2023110500_1907,27,post,53.23,34.22
2023110500,1907,,53435,,,,,,,,,,53.23,34.22,,,,,,,,2023110500_1907,28,post,,
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.62,21.17,0.4,0.25,230.27,259.89,9.0,53.0099983215332,34.0200004577637,2023110500_1907,1,pre,51.6,21.16
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.6,21.16,0.24,0.56,218.84,259.89,9.0,53.0099983215332,34.0200004577637,2023110500_1907,2,pre,51.6,21.15
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.6,21.15,0.07,0.9,199.82,258.09,9.0,53.0099983215332,34.0200004577637,2023110500_1907,3,pre,51.6,21.16
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.6,21.16,0.15,1.27,49.99,260.11,9.0,53.0099983215332,34.0200004577637,2023110500_1907,4,pre,51.62,21.18
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.62,21.18,0.35,1.46,43.44,262.01,9.0,53.0099983215332,34.0200004577637,2023110500_1907,5,pre,51.66,21.22
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.66,21.22,0.59,1.64,40.96,263.81,9.0,53.0099983215332,34.0200004577637,2023110500_1907,6,pre,51.72,21.3
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.72,21.3,1.02,2.16,38.58,266.31,9.0,53.0099983215332,34.0200004577637,2023110500_1907,7,pre,51.8,21.4
2023110500,1907,True,54527,right,44.0,Bryan Cook,6-1,210.0,1999-09-07,FS,Defense,Defensive Coverage,51.8,21.4,1.29,2.19,38.07,267.25,9.0,53.0099983215332,34.0200004577637,2023110500_1907,8,pre,51.88,21.51
